id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Documents>	weight<Citations>	weight<Norm. citations>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
2147	sandro percário	-0.4505	-0.3441	8	1	5	5	8	1.3881	2005.4	1.6	0.2776
2149	sandro régis rodrigues lima	0.4725	0.4828	7	8	21	5	6	0.4601	2017.6	1.2	0.092
2167	selma siéssere	-0.4851	0.2081	6	5	15	3	13	2.5833	2013.3333	4.3333	0.8611
2169	sergio donizeti ascencio	0.1991	-0.1674	2	5	11	5	61	14.4625	2018.4	12.2	2.8925
2172	seyna ueno rabelo mendes	-0.6391	-0.0702	6	8	19	16	2	3.7488	2018.875	0.125	0.2343
2175	shirley vasconcelos komninakis	1.8218	0.1351	4	24	162	13	146	68.2905	2018.8462	11.2308	5.2531
2190	simone cecílio hallak regalo	-0.4736	0.1827	6	5	16	4	20	3.9744	2013.5	5	0.9936
2199	solange aparecida ságio	0.4392	-0.3257	2	11	54	15	101	37.4711	2018.0667	6.7333	2.4981
2205	stephanie yuka matwijszyn nagano	-0.0305	-0.1538	1	4	7	3	0	0	2015.3333	0	0
2208	steven s. witkin	1.8556	0.428	4	24	80	6	42	24.3884	2020	7	4.0647
2215	sávia denise silva carlotto herrera	-0.6064	-0.0226	6	17	51	11	6	4.2463	2020.6364	0.5455	0.386
2218	sérgio baxter andreoli	-0.9208	0.294	9	15	29	3	110	9.4024	2012.3333	36.6667	3.1341
2222	sérgio tufik	-1.068	0.2978	9	9	23	3	41	2.2848	2011.3333	13.6667	0.7616
2223	sílvio alves da silva	-0.2285	-0.1508	1	8	12	12	3	4.9129	2008	0.25	0.4094
2225	t. c. coelho	0.5157	-0.4209	2	4	11	3	38	18.0452	2018.6667	12.6667	6.0151
2229	talita buttarello mucari	-0.2705	-0.3236	1	12	35	21	43	15.4002	2015.1905	2.0476	0.7333
2233	tarcísio matos de andrade	1.6744	-0.3114	11	17	33	3	46	14.3234	2018.6667	15.3333	4.7745
2234	tarso da costa alvim	0.1345	-0.1557	2	8	15	4	36	4.5454	2018.75	9	1.1364
2244	taynara guimarães silva	-0.1934	-0.2886	16	5	6	4	0	0	2014	0	0
2268	thaynne almeida diniz	-0.6295	0.1105	9	6	13	3	34	3.6941	2013.3333	11.3333	1.2314
2278	thiago h. silva	-0.2806	0.0072	1	8	9	3	0	0	2021.3333	0	0
2281	thiago m. fidalgo	-0.7364	0.5147	5	12	17	3	14	17.7826	2022	4.6667	5.9275
2288	thácila fernandes de sousa	-0.2879	-0.0812	1	5	5	3	4	1.7797	2020.6667	1.3333	0.5932
2299	tony tannous tahan	-0.3974	-0.7238	13	4	12	3	4	0.2099	2011	1.3333	0.07
2304	túlio dornas	0.2119	-0.4807	15	3	11	8	33	6.5579	2013.25	4.125	0.8197
2307	ulisses alves rosa	1.7138	0.3837	4	24	47	3	31	17.633	2020.3333	10.3333	5.8777
2310	v. samuel raj	1.6478	0.3456	4	22	56	4	33	20.8243	2020.75	8.25	5.2061
2311	vagner a. benedito	0.409	-0.4109	2	7	11	3	59	18.5279	2016.6667	19.6667	6.176
2312	valdir francisco odorizzi	-0.4382	-0.3148	8	12	18	13	12	2.7043	2013.7692	0.9231	0.208
2314	valéria gomes momenté	0.3204	-0.262	2	4	10	4	1	0.3786	2012	0.25	0.0947
2315	valéria pagotto	-0.166	-0.4308	3	7	12	3	1	2.0513	2022.3333	0.3333	0.6838
2317	vanessa alves marques	1.6455	-0.2058	11	12	23	3	39	7.9962	2015.3333	13	2.6654
2319	vanessa dos santos morais	1.8031	0.4128	4	21	91	7	43	32.3384	2020.7143	6.1429	4.6198
2325	vanessa salete de paula	1.6613	-0.2661	11	17	87	10	100	31.6822	2017.7	10	3.1682
2326	vera cavalcanti de araújo	0.5022	0.4469	7	15	65	15	36	9.4602	2017.3333	2.4	0.6307
2330	verônica da silveira leite	-0.7799	0.4065	5	28	57	8	25	30.3226	2021.5	3.125	3.7903
2331	verônica leite	-0.9731	0.6978	12	17	88	6	44	14.7459	2020.3333	7.3333	2.4577
2334	vicente de p. gomes júnior	-1.0257	0.6506	12	18	101	7	44	14.7459	2020.4286	6.2857	2.1066
2338	victor mateus xavier de santana	0.0394	-0.4319	16	9	36	4	20	8.3333	2017	5	2.0833
2342	victor rodrigues nepomuceno	-0.4253	0.0919	6	15	36	17	22	6.4706	2018.5294	1.2941	0.3806
2345	victor ângelo martins montalli	0.6057	0.5289	7	14	24	6	5	1.6757	2019.8333	0.8333	0.2793
